ExamSet,DifficultyCode,Difficulty,QuestionNumber,Domain,Question,CorrectOptionLetter,RemediationReference
1,B,More Challenging,25,Cartography & Visualization,A student analyst has valid input data and must choose the next appropriate GIS step. Why should uncertain predictions not be symbolized identically to measured observations without explanation?,B,GIS&T BoK remediation: [CV-04-018] Representing Uncertainty — https://gistbok-topics.ucgis.org/CV-04-018 | Blueprint domain resource: https://geospacebok.eu/CV
1,B,More Challenging,26,Cartography & Visualization,A project team wants a defensible software-agnostic GIS approach. A usability test asks representative users to complete tasks while observers record errors and completion times. What is being evaluated?,A,GIS&T BoK remediation: [CV-05-038] Usability Engineering & Evaluation — https://gistbok-topics.ucgis.org/CV-05-038 | Blueprint domain resource: https://geospacebok.eu/CV
1,B,More Challenging,27,Analytical Methods & GeoComputation,"During QA/QC, an analyst must decide which GIS concept or method applies. Why can a TIN represent ridges, stream banks, and other breaklines effectively?",B,GIS&T BoK remediation: [AM-04-072] TIN-based Models and Terrain Metrics — https://gistbok-topics.ucgis.org/AM-04-072 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
1,B,More Challenging,28,"Platforms, Sensors, Physics & Image Processing","A planning or environmental GIS project encounters the following situation. In sonar, depth is estimated from what?",B,GIS&T BoK remediation: [DC-03-033] Acoustic Imaging of the Oceans — https://gistbok-topics.ucgis.org/DC-03-033 | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
1,B,More Challenging,29,Conceptual Foundations,A GIS analyst is completing a routine professional workflow. A road centerline is stored as an ordered sequence of vertices. Which geometric primitive represents it?,C,GIS&T BoK remediation: [FC-05-022] Geometric Primitives and Algorithms — https://gistbok-topics.ucgis.org/FC-05-022 | Blueprint domain resource: https://geospacebok.eu/CF
1,B,More Challenging,30,Conceptual Foundations,A county GIS office is reviewing an analysis before publication. What does semantic interoperability require beyond compatible file formats?,B,GIS&T BoK remediation: [FC-03-032] Semantic Information Elicitation — https://gistbok-topics.ucgis.org/FC-03-032 | Blueprint domain resource: https://geospacebok.eu/CF
1,B,More Challenging,31,Geospatial Data,A student analyst has valid input data and must choose the next appropriate GIS step. Which description correctly characterizes a secondary geospatial data source?,D,GIS&T BoK remediation: GIS&T BoK | Blueprint domain resource: https://geospacebok.eu/GD
1,B,More Challenging,32,Design of Systems,A project team wants a defensible software-agnostic GIS approach. Why should offline mobile editing use synchronization and conflict-resolution strategies?,C,GIS&T BoK remediation: [PD-04-029] Programming of Mobile GIS Applications — https://gistbok-topics.ucgis.org/PD-04-029 | Blueprint domain resource: https://geospacebok.eu/DA
1,B,More Challenging,33,Organizational & Institutional Aspects,"During QA/QC, an analyst must decide which GIS concept or method applies. Why are service-level agreements useful for enterprise GIS?",A,GIS&T BoK remediation: [KE-04-019] Managing GIS&T Operations and Infrastructure — https://gistbok-topics.ucgis.org/KE-04-019 | Blueprint domain resource: https://geospacebok.eu/OI
1,B,More Challenging,34,Conceptual Foundations,A planning or environmental GIS project encounters the following situation. Which description correctly characterizes epistemology concerned with?,D,GIS&T BoK remediation: [FC-02-002] Epistemology — https://gistbok-topics.ucgis.org/FC-02-002 | Blueprint domain resource: https://geospacebok.eu/CF
1,B,More Challenging,35,Analytical Methods & GeoComputation,A GIS analyst is completing a routine professional workflow. A planning analyst must find vacant parcels within 400 meters of transit stops. What is the most direct workflow?,A,GIS&T BoK remediation: [AM-02-003] Buffers — https://gistbok-topics.ucgis.org/AM-02-003 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
1,B,More Challenging,36,Thematic & Application Domains,A county GIS office is reviewing an analysis before publication. A farmer wants to vary fertilizer application within a field based on soil and crop conditions. Which GIS-enabled approach is most appropriate?,B,GIS&T BoK remediation: [DA-001] GIS&T and Agriculture — https://gistbok-topics.ucgis.org/DA-001 | Blueprint domain resource: https://geospacebok.eu/TA
1,B,More Challenging,37,Design of Systems,A student analyst has valid input data and must choose the next appropriate GIS step. Which description correctly characterizes real-time GIS programming especially concerned with?,A,GIS&T BoK remediation: [PD-01-020] Real-time GIS Programming and Geocomputation — https://gistbok-topics.ucgis.org/PD-01-020 | Blueprint domain resource: https://geospacebok.eu/DA
1,B,More Challenging,38,Analytical Methods & GeoComputation,A project team wants a defensible software-agnostic GIS approach. Why should spatial cross-validation be considered for geographic prediction models?,A,GIS&T BoK remediation: [AM-08-094] Machine Learning Approaches — https://gistbok-topics.ucgis.org/AM-08-094 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
1,B,More Challenging,39,"Platforms, Sensors, Physics & Image Processing","During QA/QC, an analyst must decide which GIS concept or method applies. Thermal infrared sensors primarily measure what?",C,GIS&T BoK remediation: [DC-03-034] Multispectral and Thermal Imagery: RGB and LWIR Sensors — https://gistbok-topics.ucgis.org/DC-03-034 | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
1,B,More Challenging,40,Design of Systems,A planning or environmental GIS project encounters the following situation. Why can raster map algebra benefit from GPU processing?,D,GIS&T BoK remediation: [CP-01-006] Graphics Processing Units (GPUs) — https://gistbok-topics.ucgis.org/CP-01-006 | Blueprint domain resource: https://geospacebok.eu/DA
1,B,More Challenging,41,Analytical Methods & GeoComputation,"A GIS analyst is completing a routine professional workflow. A city wants to identify schools within 1,000 meters of hazardous-material facilities. Which GIS workflow is most appropriate?",B,GIS&T BoK remediation: [AM-02-003] Buffers — https://gistbok-topics.ucgis.org/AM-02-003 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
1,B,More Challenging,42,Conceptual Foundations,A county GIS office is reviewing an analysis before publication. What distinguishes a ratio-scale variable from an interval-scale variable?,D,GIS&T BoK remediation: [FC-04-010] GIS Data Properties — https://gistbok-topics.ucgis.org/FC-04-010 | Blueprint domain resource: https://geospacebok.eu/CF
1,B,More Challenging,43,Cartography & Visualization,A student analyst has valid input data and must choose the next appropriate GIS step. Which description correctly characterizes visual hierarchy?,A,GIS&T BoK remediation: [CV-03-007] Visual Hierarchy and Layout — https://gistbok-topics.ucgis.org/CV-03-007 | Blueprint domain resource: https://geospacebok.eu/CV
1,B,More Challenging,44,Geospatial Data,A project team wants a defensible software-agnostic GIS approach. A GNSS receiver needs signals from at least four satellites primarily to solve for what?,C,GIS&T BoK remediation: [DC-02-003] Global Navigation Satellite Systems — https://gistbok-topics.ucgis.org/DC-02-003 | Blueprint domain resource: https://geospacebok.eu/GD
1,B,More Challenging,45,Data Modeling,"During QA/QC, an analyst must decide which GIS concept or method applies. When simplifying a line for smaller-scale display, what trade-off is being made?",B,"GIS&T BoK remediation: [DM-06-085] Point, Line, and Area Generalization — https://gistbok-topics.ucgis.org/DM-06-085 | Blueprint domain resource: https://geospacebok.eu/DM"
1,B,More Challenging,46,Geospatial Data,A planning or environmental GIS project encounters the following situation. Which description correctly characterizes multipath error in GNSS?,A,GIS&T BoK remediation: [DC-02-003] Global Navigation Satellite Systems — https://gistbok-topics.ucgis.org/DC-02-003 | Blueprint domain resource: https://geospacebok.eu/GD
1,B,More Challenging,47,"Platforms, Sensors, Physics & Image Processing",A GIS analyst is completing a routine professional workflow. A sun-synchronous orbit is useful because imagery is commonly acquired at what?,D,GIS&T BoK remediation: [DC-03-026] Remote Sensing Platforms — https://gistbok-topics.ucgis.org/DC-03-026 | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
1,B,More Challenging,48,Analytical Methods & GeoComputation,A county GIS office is reviewing an analysis before publication. A black-box flood-susceptibility model must be explained to planners. Which output would most improve interpretability?,B,GIS&T BoK remediation: [AM-08-108] Explainable AI Applications in GIS — https://gistbok-topics.ucgis.org/AM-08-108 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
1,B,More Challenging,49,"Platforms, Sensors, Physics & Image Processing",A student analyst has valid input data and must choose the next appropriate GIS step. Which description correctly characterizes radiometric calibration?,A,GIS&T BoK remediation: GIS&T BoK | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
1,B,More Challenging,50,Conceptual Foundations,A project team wants a defensible software-agnostic GIS approach. Which description correctly characterizes a key distinction between nominal and ordinal attributes?,A,GIS&T BoK remediation: [FC-04-010] GIS Data Properties — https://gistbok-topics.ucgis.org/FC-04-010 | Blueprint domain resource: https://geospacebok.eu/CF
1,B,More Challenging,51,Thematic & Application Domains,"During QA/QC, an analyst must decide which GIS concept or method applies. A transit planner compares access to jobs by transit versus car. What should an accessibility measure incorporate?",B,GIS&T BoK remediation: [AM-05-044] Modelling Accessibility — https://gistbok-topics.ucgis.org/AM-05-044 | Blueprint domain resource: https://geospacebok.eu/TA
1,B,More Challenging,52,Data Modeling,A planning or environmental GIS project encounters the following situation. Why can raster-to-vector conversion create many small polygons in a noisy categorical raster?,D,GIS&T BoK remediation: [DM-06-086] Vector-to-Raster and Raster-to-Vector Conversions — https://gistbok-topics.ucgis.org/DM-06-086 | Blueprint domain resource: https://geospacebok.eu/DM
1,B,More Challenging,53,Conceptual Foundations,A GIS analyst is completing a routine professional workflow. Measurements are widely scattered around the true position but average near the truth. Which characterization fits best?,A,GIS&T BoK remediation: [FC-07-024] Conceptual Models of Error and Uncertainty — https://gistbok-topics.ucgis.org/FC-07-024 | Blueprint domain resource: https://geospacebok.eu/CF
1,B,More Challenging,54,Design of Systems,A county GIS office is reviewing an analysis before publication. Why is Python widely used in GIS?,D,GIS&T BoK remediation: [PD-05-011] Python for GIS — https://gistbok-topics.ucgis.org/PD-05-011 | Blueprint domain resource: https://geospacebok.eu/DA
1,B,More Challenging,55,"Platforms, Sensors, Physics & Image Processing",A student analyst has valid input data and must choose the next appropriate GIS step. Why does airborne bathymetric LiDAR commonly use green wavelengths?,B,GIS&T BoK remediation: [DC-03-040] Airborne LiDAR Bathymetry — https://gistbok-topics.ucgis.org/DC-03-040 | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
1,B,More Challenging,56,Data Modeling,A project team wants a defensible software-agnostic GIS approach. Why is linear referencing useful for transportation assets?,A,GIS&T BoK remediation: [DM-05-016] Linear Referencing — https://gistbok-topics.ucgis.org/DM-05-016 | Blueprint domain resource: https://geospacebok.eu/DM
1,B,More Challenging,57,Organizational & Institutional Aspects,"During QA/QC, an analyst must decide which GIS concept or method applies. Why should enterprise GIS have backup and disaster-recovery plans?",A,GIS&T BoK remediation: [KE-04-019] Managing GIS&T Operations and Infrastructure — https://gistbok-topics.ucgis.org/KE-04-019 | Blueprint domain resource: https://geospacebok.eu/OI
1,B,More Challenging,58,Cartography & Visualization,A planning or environmental GIS project encounters the following situation. Why should legends include only symbols that need explanation?,B,GIS&T BoK remediation: [CV-03-007] Visual Hierarchy and Layout — https://gistbok-topics.ucgis.org/CV-03-007 | Blueprint domain resource: https://geospacebok.eu/CV
